21.07.2023                                        Salida dinámica de lista                                                                                             1


	Documento	GTr	Denomin.	ClVt	Denominación	Solic.	Creado el	Fecha doc.	Pedido	Func.	Responsab	Creado	OrgVt	CDis	Se	OfVta	GVen	Mon.	 Valor neto
	903148144	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334049			JOBS	1000	01	01	E001	G01	COP	   289,008
	903148145	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334050			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148146	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	   491,262
	903148147	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334050			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148148	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	   181,941
	903148149	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	   390,435
	903148150	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	   679,471
	903148151	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	   431,507
	903148152	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334051			JOBS	1000	01	01	E001	G01	COP	   177,072
	903148153	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334050			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148154	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	    67,632
	903148155	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   260,110
	903148156	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   131,652
	903148157	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0085773979			JOBS	1000	01	01	E001	G01	COP	 1,997,562
	903148158	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   159,519
	903148159	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334055			JOBS	1000	01	01	E001	G01	COP	   123,624
	903148160	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   176,716
	903148161	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334054			JOBS	1000	01	01	E001	G01	COP	    95,261
	903148162	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    90,954
	903148163	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0085773979			JOBS	1000	01	01	E001	G01	COP	 2,536,767
	903148164	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0085773979			JOBS	1000	01	01	E001	G01	COP	 3,330,773
	903148165	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 1,734,257
	903148166	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    51,678
	903148167	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    51,678
	903148168	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	    33,480
	903148169	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   168,498
	903148170	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0085773979			JOBS	1000	01	01	E001	G01	COP	 1,523,735
	903148171	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	    42,017
	903148172	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334012			JOBS	1000	01	01	E001	G01	COP	    14,723
	903148173	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334012			JOBS	1000	01	01	E001	G01	COP	    52,302
	903148174	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   247,597
	903148175	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   295,647
	903148176	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334013			JOBS	1000	01	01	E001	G01	COP	    39,327
	903148177	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334012			JOBS	1000	01	01	E001	G01	COP	    24,134
	903148178	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   151,860
	903148179	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	    91,160
	903148180	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334013			JOBS	1000	01	01	E001	G01	COP	    13,109
	903148181	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334014			JOBS	1000	01	01	E001	G01	COP	     8,469
	903148182	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334013			JOBS	1000	01	01	E001	G01	COP	   104,872
	903148183	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334013			JOBS	1000	01	01	E001	G01	COP	    39,327
	903148184	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   120,402
	903148185	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   186,048
	903148186	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    44,859
	903148187	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    89,718
	903148188	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   186,048
	903148189	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    89,718
	903148190	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 1,571,863
	903148191	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   144,660
	903148192	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0085773979			JOBS	1000	01	01	E001	G01	COP	 3,253,573
	903148193	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   359,087
	903148194	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    89,718
	903148195	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	   222,699
	903148196	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   478,680
	903148197	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   716,628
	903148198	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   433,448
	903148199	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	   322,596
	903148200	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 1,800,513
	903148201	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   302,784
	903148202	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 1,505,417
	903148203	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	   515,463
	903148204	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148205	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148206	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334046			JOBS	1000	01	01	E001	G01	COP	   296,448
	903148207	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    44,859
	903148208	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    44,859
	903148209	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334014			JOBS	1000	01	01	E001	G01	COP	    37,512
	903148210	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148211	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	    44,859
	903148212	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148213	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148214	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148215	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148216	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334014			JOBS	1000	01	01	E001	G01	COP	    56,268
	903148217	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	   166,584
	903148218	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334014			JOBS	1000	01	01	E001	G01	COP	    18,756
	903148219	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0085773979			JOBS	1000	01	01	E001	G01	COP	 3,446,712
	903148220	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148221	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334014			JOBS	1000	01	01	E001	G01	COP	     2,823
	903148222	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	   325,848
	903148223	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 2,326,453
	903148224	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148225	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334047			JOBS	1000	01	01	E001	G01	COP	   370,707
	903148226	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334048			JOBS	1100	20	01	N001	N02	COP	    98,805
	903148227	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   290,285
	903148228	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    13,377
	903148229	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    15,924
	903148230	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    39,276
	903148231	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334017			JOBS	1000	01	01	E001	G01	COP	    12,437
	903148232	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 2,268,503
	903148233	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334017			JOBS	1000	01	01	E001	G01	COP	     5,714
	903148234	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334017			JOBS	1000	01	01	E001	G01	COP	    28,570
	903148235	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334017			JOBS	1000	01	01	E001	G01	COP	    11,428
	903148236	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   150,492
	903148237	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    39,276
	903148238	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    29,705
	903148239	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 1,836,843
	903148240	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   241,038
	903148241	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    72,325
	903148242	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    40,046
	903148243	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   280,314
	903148244	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   920,149
	903148245	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   520,122
	903148246	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    47,978
	903148247	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    74,410
	903148248	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   890,958
	903148249	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    47,857
	903148250	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    51,678
	903148251	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	    51,678
	903148252	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   241,038
	903148253	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   129,520
	903148254	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   241,038
	903148255	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 2,028,155
	903148256	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   478,192
	903148257	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    60,232
	903148258	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334053			JOBS	1000	01	01	E001	G01	COP	   417,996
	903148259	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334015			JOBS	1100	20	01	N001	N02	COP	    69,552
	903148260	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   121,517
	903148261	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334015			JOBS	1100	20	01	N001	N02	COP	   139,104
	903148262	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   133,408
	903148263	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   196,804
	903148264	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    28,832
	903148265	0	Orden	ZED1	P. EDI Uno a uno	1000000000	06.07.2023	06.07.2023	0146333972			JOBS	1000	01	01	E001	G01	COP	 2,091,852
	903148266	0	Orden	ZED1	P. EDI Uno a uno	1000000000	06.07.2023	06.07.2023	0146333975			JOBS	1000	01	01	E001	G01	COP	   578,592
	903148267	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	    33,846
	903148268	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   129,280
	903148269	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334009			JOBS	1000	01	01	E001	G01	COP	 2,525,168
	903148270	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   135,180
	903148271	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   197,152
	903148272	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	    47,527
	903148273	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334052			JOBS	1100	20	01	N001	N02	COP	   230,190
	903148274	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0146334040			JOBS	1000	01	01	E001	G01	COP	   110,814
	903148275	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   158,993
	903148276	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334035			JOBS	1000	01	01	E001	G01	COP	    18,487
	903148277	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   183,739
	903148278	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334035			JOBS	1000	01	01	E001	G01	COP	    15,798
	903148279	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334017			JOBS	1000	01	01	E001	G01	COP	    17,142
	903148280	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334035			JOBS	1000	01	01	E001	G01	COP	    73,856
	903148281	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334035			JOBS	1000	01	01	E001	G01	COP	    14,454
	903148282	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334017			JOBS	1000	01	01	E001	G01	COP	     5,714
	903148283	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    14,454
	903148284	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	   563,206
	903148285	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    51,406
	903148286	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    51,406
	903148287	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    27,539
	903148288	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    27,539
	903148289	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334034			JOBS	1000	01	01	E001	G01	COP	    13,107
	903148290	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    17,479
	903148291	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   201,719
	903148292	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    18,464
	903148293	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334035			JOBS	1000	01	01	E001	G01	COP	    42,016
	903148294	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    68,885
	903148295	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334034			JOBS	1000	01	01	E001	G01	COP	    13,107
	903148296	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   529,160
	903148297	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   110,413
	903148298	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334011			JOBS	1000	01	01	E001	G01	COP	 2,089,592
	903148299	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334033			JOBS	1000	01	01	E001	G01	COP	    53,757
	903148300	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   193,524
	903148301	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334035			JOBS	1000	01	01	E001	G01	COP	    78,967
	903148302	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   328,041
	903148303	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   330,109
	903148304	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102957			JOBS	1000	01	01	E001	G01	COP	     2,823
	903148305	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   191,236
	903148306	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102957			JOBS	1000	01	01	E001	G01	COP	     2,823
	903148307	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102956			JOBS	1000	01	01	E001	G01	COP	    52,436
	903148308	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102956			JOBS	1000	01	01	E001	G01	COP	    13,109
	903148309	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102957			JOBS	1000	01	01	E001	G01	COP	    80,670
	903148310	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102957			JOBS	1000	01	01	E001	G01	COP	     8,469
	903148313	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0146334016			JOBS	1000	01	01	E001	G01	COP	   782,396
	903148314	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0138090055			JOBS	1000	01	01	E001	G01	COP	   745,340
	903148315	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0149102955			JOBS	1000	01	01	E001	G01	COP	    44,169
	903148316	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	06.07.2023	06.07.2023	0149102958			JOBS	1100	20	01	N001	N02	COP	    69,552
	903148317	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	06.07.2023	06.07.2023	0138090055			JOBS	1000	01	01	E001	G01	COP	   259,710
